dataset_name,column_name,data_type,total_rows,missing_count,missing_percentage,non_null_count
ICAR_NIANP_Feed_Composition,dry_matter_percent,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,crude_protein_dm_pct,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,crude_fiber_dm_pct,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,ether_extract_dm_pct,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,tdn_dm_pct,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,me_mj_per_kg_dm,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,ndf_dm_pct,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,adf_dm_pct,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,calcium_g_per_kg,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,phosphorus_g_per_kg,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,total_ash_dm_pct,float64,38,0,0.0,38
ICAR_NIANP_Feed_Composition,season,str,38,0,0.0,38
ICAR_NIANP_Feed_Composition,indian_region,str,38,0,0.0,38
ICAR_Nutrient_Requirements,species,str,175,0,0.0,175
ICAR_Nutrient_Requirements,breed_type,str,175,0,0.0,175
ICAR_Nutrient_Requirements,body_weight_kg,int64,175,0,0.0,175
ICAR_Nutrient_Requirements,daily_milk_yield_kg,int64,175,0,0.0,175
ICAR_Nutrient_Requirements,milk_fat_percent,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,fcm_4pct_kg,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,req_dmi_kg_per_day,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,req_tdn_kg_per_day,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,req_me_mj_per_day,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,req_cp_g_per_day,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,req_calcium_g_per_day,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,req_phosphorus_g_per_day,float64,175,0,0.0,175
ICAR_Nutrient_Requirements,icar_standard_reference,str,175,0,0.0,175
Global_Cattle_India_Subset,Cattle_ID,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Breed,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Region,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Country,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Climate_Zone,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Management_System,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Age_Months,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Weight_kg,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Parity,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Lactation_Stage,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Days_in_Milk,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Feed_Type,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Feed_Quantity_kg,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Feeding_Frequency,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Water_Intake_L,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Walking_Distance_km,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Grazing_Duration_hrs,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Rumination_Time_hrs,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Resting_Hours,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Ambient_Temperature_C,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Humidity_percent,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Season,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Housing_Score,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,FMD_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Brucellosis_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,HS_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,BQ_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Anthrax_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,IBR_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,BVD_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Rabies_Vaccine,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Previous_Week_Avg_Yield,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Body_Condition_Score,float64,16592,0,0.0,16592
Global_Cattle_India_Subset,Milking_Interval_hrs,int64,16592,0,0.0,16592
Global_Cattle_India_Subset,Date,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Farm_ID,str,16592,0,0.0,16592
Global_Cattle_India_Subset,Milk_Yield_L,float64,16592,0,0.0,16592
CowNflow_3_Feeds,Feed-ID,str,241,0,0.0,241
CowNflow_3_Feeds,Experiment-ID,str,241,0,0.0,241
CowNflow_3_Feeds,Feed-code-within-experiment,str,241,0,0.0,241
CowNflow_3_Feeds,Experiment-number,str,241,0,0.0,241
CowNflow_3_Feeds,Feed-name,str,241,0,0.0,241
CowNflow_3_Feeds,Feed-category,str,241,0,0.0,241
CowNflow_3_Feeds,Detailed-feed-category-INRA2018,str,241,0,0.0,241
CowNflow_3_Feeds,Dry-matter-(g/kg),float64,241,41,17.01,200
CowNflow_3_Feeds,Organic-matter-(g/kg-DM)-,float64,241,0,0.0,241
CowNflow_3_Feeds,Ash-(g/kg-DM),float64,241,0,0.0,241
CowNflow_3_Feeds,Crude-protein-(g/kg-DM),float64,241,0,0.0,241
CowNflow_3_Feeds,Crude-fibre-(g/kg-DM),float64,241,166,68.88,75
CowNflow_3_Feeds,NDF-(g/kg-DM),float64,241,54,22.41,187
CowNflow_3_Feeds,ADF-(g/kg-DM),float64,241,57,23.65,184
CowNflow_3_Feeds,ADL-(g/kg-DM),float64,241,69,28.63,172
CowNflow_3_Feeds,Starch-(g/kg-DM),float64,241,181,75.1,60
